Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,2168.0,2183.89990234375,2154.0,2167.60009765625,1999.3189697265625,1354908
2020-01-02,2179.949951171875,2179.949951171875,2149.199951171875,2157.64990234375,1990.14111328125,2380752
2020-01-03,2164.0,2223.0,2164.0,2200.64990234375,2029.8023681640625,4655761
2020-01-06,2205.0,2225.949951171875,2187.89990234375,2200.449951171875,2029.6187744140625,3023209
2020-01-07,2200.5,2214.64990234375,2183.800048828125,2205.85009765625,2034.599609375,2429317
2020-01-08,2205.0,2260.0,2202.050048828125,2255.25,2080.1640625,5197454
2020-01-09,2248.75,2251.949951171875,2210.0,2214.35009765625,2042.4395751953125,3734173
2020-01-10,2228.0,2234.0,2208.0,2213.550048828125,2041.701416015625,1915807
2020-01-13,2217.85009765625,2218.949951171875,2184.699951171875,2190.35009765625,2020.302734375,2843893
2020-01-14,2195.0,2229.800048828125,2195.0,2206.89990234375,2035.5677490234375,2948452
2020-01-15,2213.0,2231.0,2194.199951171875,2226.89990234375,2054.014892578125,2620681
2020-01-16,2226.949951171875,2249.0,2215.0,2238.800048828125,2064.991455078125,3117214
2020-01-17,2240.75,2253.550048828125,2213.0,2219.10009765625,2046.820556640625,3281059
2020-01-20,2194.89990234375,2242.199951171875,2156.199951171875,2170.35009765625,2001.85498046875,5817599
2020-01-21,2169.949951171875,2186.550048828125,2158.050048828125,2171.050048828125,2002.5006103515625,1902980
2020-01-22,2181.0,2210.0,2173.699951171875,2206.89990234375,2035.5677490234375,1773686
2020-01-23,2209.800048828125,2217.75,2183.699951171875,2190.949951171875,2025.4449462890625,2069866
2020-01-24,2190.949951171875,2190.949951171875,2170.0,2183.39990234375,2018.46484375,1319430
2020-01-27,2189.699951171875,2193.449951171875,2165.0,2169.25,2005.384033203125,1549101
2020-01-28,2174.0,2187.800048828125,2152.0,2183.75,2018.7886962890625,1743024
2020-01-29,2185.0,2186.949951171875,2150.0,2154.60009765625,1991.8406982421875,2306761
2020-01-30,2160.0,2165.0,2125.0,2137.85009765625,1976.35595703125,2098567
2020-01-31,2139.39990234375,2144.35009765625,2071.60009765625,2079.050048828125,1921.998046875,3287223
2020-02-03,2152.0,2194.699951171875,2093.199951171875,2102.5,1943.6766357421875,4728073
2020-02-04,2129.0,2136.699951171875,2086.60009765625,2107.75,1948.52978515625,3509339
2020-02-05,2115.0,2156.699951171875,2104.300048828125,2146.550048828125,1984.39892578125,2439322
2020-02-06,2145.0,2174.199951171875,2115.5,2128.35009765625,1967.57373046875,2640065
2020-02-07,2139.0,2151.0,2119.0,2136.550048828125,1975.154052734375,2083442
2020-02-10,2140.89990234375,2167.0,2119.0,2161.949951171875,1998.6356201171875,2383032
2020-02-11,2163.0,2174.800048828125,2147.60009765625,2153.39990234375,1990.7310791015625,1335820
2020-02-12,2151.10009765625,2185.0,2150.0,2170.75,2006.77099609375,1620407
2020-02-13,2172.949951171875,2197.0,2171.0,2191.949951171875,2026.369384765625,1645948
2020-02-14,2188.0,2212.0,2171.0,2184.199951171875,2019.20458984375,1500115
2020-02-17,2196.949951171875,2217.0,2190.199951171875,2203.25,2036.8157958984375,1774724
2020-02-18,2199.949951171875,2221.0,2186.050048828125,2215.75,2048.371826171875,2486223
2020-02-19,2215.75,2230.0,2190.5,2196.35009765625,2030.437255859375,1760463
2020-02-20,2204.5,2214.39990234375,2151.25,2156.800048828125,1993.874267578125,2317278
2020-02-24,2156.0,2178.949951171875,2106.699951171875,2115.35009765625,1955.555908203125,3092877
2020-02-25,2115.5,2176.64990234375,2111.0,2156.14990234375,1993.2735595703125,2674567
2020-02-26,2154.0,2163.89990234375,2112.949951171875,2123.60009765625,1963.1824951171875,2686842
2020-02-27,2119.949951171875,2119.949951171875,2086.199951171875,2105.5,1946.449951171875,2349001
2020-02-28,2068.0,2069.5,1990.0,2000.1500244140625,1849.057861328125,4298076
2020-03-02,2035.0,2053.949951171875,1985.699951171875,2001.300048828125,1850.1214599609375,2667076
2020-03-03,2020.0,2060.0,2012.0,2036.199951171875,1882.3846435546875,2757585
2020-03-04,2056.0,2094.449951171875,2025.0,2083.199951171875,1925.834228515625,3237002
2020-03-05,2085.699951171875,2147.75,2084.050048828125,2125.050048828125,1964.5233154296875,3937056
2020-03-06,2098.0,2123.64990234375,2071.60009765625,2116.449951171875,1956.5728759765625,2595027
2020-03-09,2075.0,2079.89990234375,1935.0,1972.3499755859375,1823.3577880859375,4940975
2020-03-11,1933.0,1987.300048828125,1920.0,1953.699951171875,1806.116943359375,6796449
2020-03-12,1904.0,1908.4000244140625,1758.3499755859375,1769.8499755859375,1636.15478515625,8728786
2020-03-13,1687.9000244140625,1820.0,1506.050048828125,1806.300048828125,1669.8514404296875,8029720
2020-03-16,1755.0,1842.25,1675.8499755859375,1696.4000244140625,1568.2532958984375,7844271
2020-03-17,1730.0,1731.0,1623.1500244140625,1658.0,1532.75390625,5713248
2020-03-18,1676.800048828125,1713.550048828125,1627.75,1654.4000244140625,1529.4261474609375,7258778
2020-03-19,1559.699951171875,1685.449951171875,1546.75,1636.3499755859375,1523.792236328125,5135111
2020-03-20,1630.0,1869.0,1627.0,1797.449951171875,1673.810791015625,8547498
2020-03-23,1620.0,1750.0,1617.75,1669.699951171875,1554.848388671875,7003490
2020-03-24,1653.050048828125,1770.0,1632.8499755859375,1703.1500244140625,1585.9974365234375,6350865
2020-03-25,1700.0,1810.0,1680.0,1750.300048828125,1629.904052734375,2765520
2020-03-26,1831.5999755859375,1832.050048828125,1722.550048828125,1790.949951171875,1667.7578125,4556067
2020-03-27,1820.0,1850.0,1750.4000244140625,1824.5,1699.0001220703125,4331250
2020-03-30,1766.0,1905.0,1763.550048828125,1778.5,1656.1641845703125,8513547
2020-03-31,1837.4000244140625,1855.0,1780.0,1826.0999755859375,1700.490234375,3927593
2020-04-01,1825.9000244140625,1834.75,1702.0,1708.75,1591.2122802734375,4941878
2020-04-03,1740.0,1740.0,1650.0,1654.199951171875,1540.4144287109375,5735369
2020-04-07,1710.0,1785.8499755859375,1705.0,1775.199951171875,1653.0911865234375,5427577
2020-04-08,1760.0,1806.0,1701.0,1705.449951171875,1588.138916015625,6285615
2020-04-09,1750.449951171875,1778.800048828125,1731.199951171875,1766.1500244140625,1644.663818359375,5307397
2020-04-13,1761.0,1787.0,1746.0,1759.25,1638.2386474609375,2990438
2020-04-15,1785.0,1812.0,1727.800048828125,1735.1500244140625,1615.7960205078125,4761399
2020-04-16,1709.949951171875,1764.9000244140625,1675.050048828125,1716.050048828125,1598.01025390625,6245533
2020-04-17,1800.0,1851.949951171875,1753.0,1806.199951171875,1681.9588623046875,9895823
2020-04-20,1830.0,1830.0,1802.5,1818.6500244140625,1693.552490234375,3244282
2020-04-21,1765.0,1794.5999755859375,1727.699951171875,1737.6500244140625,1618.1243896484375,5122541
